location_name,region,latitude,longitude,timezone,last_updated,temperature_celsius,condition_text,wind_kph,pressure_mb,precip_mm,humidity,cloud,uv_index,air_quality_PM2.5,air_quality_PM10,day,month,hour,dayofweek
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-08-29 10:45:00,28.8,Patchy rain possible,17.3,1009.0,0.2,66,80,6.0,16.9,21.4,29,8,10,1
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-08-30 09:00:00,28.1,Sunny,14.0,1010.0,0.0,68,9,7.0,26.6,33.2,30,8,9,2
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-08-31 05:30:00,23.6,Clear,5.8,1008.0,0.0,79,11,1.0,23.6,28.8,31,8,5,3
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-01 05:15:00,24.0,Partly cloudy,4.7,1007.0,0.0,75,29,1.0,33.4,40.7,1,9,5,4
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-02 05:30:00,26.0,Partly cloudy,4.7,1006.0,0.0,75,28,1.0,43.7,52.9,2,9,5,5
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-03 05:15:00,24.9,Patchy rain possible,5.4,1005.0,1.4,82,87,1.0,37.3,41.0,3,9,5,6
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-04 05:15:00,23.0,Moderate or heavy rain shower,5.4,1004.0,3.1,93,73,1.0,20.8,21.6,4,9,5,0
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-05 05:15:00,23.2,Patchy rain possible,9.4,1002.0,0.3,91,71,1.0,22.4,24.5,5,9,5,1
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-06 05:00:00,24.7,Partly cloudy,9.0,1002.0,0.0,84,51,1.0,25.6,27.5,6,9,5,2
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-07 04:45:00,24.4,Light rain shower,8.6,1002.0,0.8,91,92,1.0,15.7,16.4,7,9,4,3
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-08 04:30:00,23.8,Light rain shower,15.8,1002.0,0.4,94,100,1.0,5.6,5.7,8,9,4,4
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-09 04:30:00,24.0,Patchy rain possible,18.4,1002.0,0.1,94,100,1.0,6.1,6.3,9,9,4,5
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-10 04:30:00,22.4,Cloudy,10.1,1003.0,0.0,91,75,1.0,2.9,3.0,10,9,4,6
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-11 04:30:00,23.5,Partly cloudy,13.3,1003.0,0.0,91,62,1.0,2.8,2.9,11,9,4,0
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-12 04:30:00,23.3,Partly cloudy,8.6,1004.0,0.0,86,48,1.0,4.3,5.8,12,9,4,1
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-13 04:30:00,23.7,Partly cloudy,11.2,1004.0,0.0,84,48,1.0,5.4,7.5,13,9,4,2
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-14 20:00:00,23.4,Mist,7.6,1005.0,0.0,95,54,1.0,5.3,5.8,14,9,20,3
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-15 04:15:00,23.2,Light rain shower,10.1,1003.0,1.8,98,100,1.0,11.8,12.1,15,9,4,4
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-16 04:15:00,23.9,Partly cloudy,17.3,1003.0,0.0,85,56,1.0,6.5,6.6,16,9,4,5
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-17 04:15:00,23.1,Cloudy,4.7,1005.0,0.0,86,63,1.0,6.9,8.6,17,9,4,6
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-18 04:15:00,22.7,Clear,5.0,1005.0,0.0,88,19,1.0,8.6,9.7,18,9,4,0
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-19 04:15:00,24.9,Partly cloudy,4.7,1005.0,0.0,79,31,1.0,9.5,12.4,19,9,4,1
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-20 04:15:00,24.1,Partly cloudy,5.8,1006.0,0.0,85,34,1.0,11.9,15.3,20,9,4,2
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-21 04:15:00,24.0,Light rain shower,5.4,1006.0,0.31,92,61,1.0,13.0,15.6,21,9,4,3
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-22 04:15:00,23.6,Patchy rain possible,3.6,1006.0,0.14,90,52,1.0,19.5,19.9,22,9,4,4
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-23 04:00:00,22.7,Patchy rain possible,6.1,1006.0,0.12,92,52,1.0,7.0,7.2,23,9,4,5
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-24 04:00:00,23.7,Partly cloudy,5.4,1007.0,0.0,91,58,1.0,9.3,9.5,24,9,4,6
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-25 03:45:00,22.4,Light rain shower,8.3,1006.0,0.32,93,90,1.0,12.0,12.6,25,9,3,0
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-26 03:45:00,23.2,Light rain shower,5.8,1005.0,1.56,92,76,1.0,20.9,22.2,26,9,3,1
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-27 03:45:00,23.7,Partly cloudy,5.0,1005.0,0.0,90,47,1.0,18.9,20.0,27,9,3,2
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-28 03:45:00,24.0,Partly cloudy,3.6,1005.0,0.0,89,28,1.0,39.5,41.8,28,9,3,3
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-29 04:15:00,24.1,Partly cloudy,3.6,1005.0,0.0,87,48,1.0,44.6,45.8,29,9,4,4
Adilabad,Andhra Pradesh,19.67,78.53,Asia/Kolkata,2023-09-30 03:15:00,23.0,Partly cloudy,7.6,1006.0,0.0,92,43,1.0,82.5,85.2,30,9,3,5
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-08-29 10:45:00,26.9,Sunny,20.9,1009.0,0.0,67,17,7.0,10.7,14.8,29,8,10,1
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-08-30 09:00:00,26.3,Sunny,18.7,1010.0,0.0,71,24,7.0,20.3,27.7,30,8,9,2
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-08-31 05:30:00,22.5,Clear,14.0,1009.0,0.0,81,11,1.0,46.5,56.5,31,8,5,3
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-01 05:15:00,23.7,Clear,10.4,1008.0,0.0,69,22,1.0,23.5,37.1,1,9,5,4
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-02 05:30:00,23.9,Clear,11.2,1008.0,0.0,74,13,1.0,21.9,35.4,2,9,5,5
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-03 05:15:00,23.5,Clear,13.0,1007.0,0.0,76,10,1.0,17.7,28.3,3,9,5,6
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-04 05:15:00,24.4,Partly cloudy,14.8,1005.0,0.0,75,44,1.0,11.3,16.9,4,9,5,0
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-05 05:15:00,25.7,Clear,15.8,1004.0,0.0,66,18,1.0,7.7,12.0,5,9,5,1
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-06 05:00:00,23.9,Patchy rain possible,9.7,1003.0,0.7,82,70,1.0,16.4,28.0,6,9,5,2
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-07 04:45:00,23.3,Light rain shower,13.3,1003.0,0.3,96,91,1.0,25.4,25.8,7,9,4,3
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-08 04:45:00,23.0,Moderate rain,19.8,1001.0,4.3,98,100,1.0,45.9,46.4,8,9,4,4
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-09 04:30:00,23.4,Light rain shower,5.8,1002.0,1.4,97,84,1.0,35.3,36.0,9,9,4,5
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-10 04:30:00,22.9,Light rain shower,20.2,1002.0,0.6,96,100,1.0,14.1,14.9,10,9,4,6
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-11 04:30:00,22.9,Partly cloudy,24.8,1002.0,0.0,92,43,1.0,20.7,39.9,11,9,4,0
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-12 04:30:00,23.4,Partly cloudy,24.5,1003.0,0.0,88,39,1.0,26.3,40.8,12,9,4,1
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-13 04:30:00,23.1,Overcast,22.7,1004.0,0.0,86,99,1.0,16.6,25.4,13,9,4,2
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-14 20:00:00,24.0,Cloudy,16.2,1004.0,0.0,95,64,1.0,13.6,16.3,14,9,20,3
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-15 04:15:00,22.8,Light rain shower,14.4,1004.0,1.3,98,100,1.0,5.3,6.2,15,9,4,4
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-16 04:15:00,23.3,Moderate or heavy rain shower,21.6,1000.0,3.5,97,100,1.0,5.0,5.3,16,9,4,5
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-17 04:15:00,22.3,Light rain shower,22.0,999.0,0.4,98,100,1.0,11.6,11.8,17,9,4,6
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-18 04:15:00,21.0,Overcast,20.9,1002.0,0.0,93,100,1.0,6.8,7.1,18,9,4,0
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-19 04:15:00,21.5,Fog,9.0,1005.0,0.0,97,100,1.0,3.7,4.7,19,9,4,1
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-20 04:15:00,22.7,Mist,7.2,1007.0,0.0,96,61,1.0,4.8,6.1,20,9,4,2
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-21 04:15:00,23.7,Patchy rain possible,10.1,1007.0,0.03,92,82,1.0,9.7,11.3,21,9,4,3
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-22 04:15:00,23.5,Patchy rain possible,14.8,1006.0,1.54,93,85,1.0,18.2,20.2,22,9,4,4
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-23 04:00:00,22.7,Light rain shower,10.8,1006.0,0.57,96,58,1.0,24.5,25.5,23,9,4,5
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-24 04:00:00,23.1,Mist,11.5,1007.0,0.0,94,33,1.0,38.2,39.8,24,9,4,6
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-25 03:45:00,23.1,Partly cloudy,13.0,1007.0,0.0,95,53,1.0,22.8,24.5,25,9,3,0
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-26 03:45:00,23.2,Clear,9.7,1006.0,0.0,90,16,1.0,18.9,22.3,26,9,3,1
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-27 03:45:00,24.0,Partly cloudy,6.8,1007.0,0.0,86,26,1.0,58.9,68.4,27,9,3,2
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-28 03:45:00,24.1,Clear,5.4,1007.0,0.0,86,9,1.0,149.9,158.9,28,9,3,3
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-29 04:15:00,24.8,Partly cloudy,4.0,1006.0,0.0,77,31,1.0,101.8,114.8,29,9,4,4
Agar,Madhya Pradesh,23.7,76.02,Asia/Kolkata,2023-09-30 03:15:00,23.4,Clear,3.6,1007.0,0.0,61,10,1.0,120.0,161.6,30,9,3,5
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-08-29 10:45:00,32.8,Sunny,17.3,1005.0,0.0,46,12,8.0,25.8,51.8,29,8,10,1
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-08-30 09:00:00,31.8,Sunny,18.7,1006.0,0.0,51,10,8.0,17.0,31.3,30,8,9,2
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-08-31 05:30:00,28.8,Clear,8.6,1004.0,0.0,58,7,1.0,28.1,59.5,31,8,5,3
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-01 05:15:00,28.7,Clear,9.7,1005.0,0.0,56,7,1.0,25.0,52.2,1,9,5,4
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-02 05:30:00,29.5,Clear,9.0,1004.0,0.0,52,6,1.0,22.4,44.9,2,9,5,5
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-03 05:15:00,28.8,Clear,11.5,1003.0,0.0,48,3,1.0,19.9,36.3,3,9,5,6
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-04 05:15:00,28.8,Clear,11.2,1002.0,0.0,46,4,1.0,25.6,41.2,4,9,5,0
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-05 05:15:00,28.0,Clear,9.0,1002.0,0.0,70,5,1.0,151.5,200.0,5,9,5,1
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-06 05:00:00,27.8,Partly cloudy,13.0,1004.0,0.0,74,44,1.0,79.5,91.4,6,9,5,2
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-07 04:45:00,27.7,Partly cloudy,8.6,1003.0,0.0,59,46,1.0,37.6,39.5,7,9,4,3
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-08 04:45:00,28.7,Light rain shower,9.4,1002.0,0.3,74,59,1.0,30.6,35.3,8,9,4,4
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-09 04:30:00,25.7,Light rain shower,17.3,1002.0,0.5,88,74,1.0,42.4,49.1,9,9,4,5
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-10 04:30:00,24.3,Light rain shower,11.9,1001.0,0.2,91,98,1.0,26.4,28.3,10,9,4,6
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-11 04:30:00,24.2,Mist,11.9,1000.0,0.0,95,100,1.0,46.3,51.5,11,9,4,0
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-12 04:30:00,25.4,Cloudy,6.5,1001.0,0.0,91,74,1.0,56.9,59.3,12,9,4,1
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-13 04:30:00,27.0,Clear,9.7,1001.0,0.0,86,17,1.0,103.6,109.0,13,9,4,2
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-14 20:00:00,31.9,Clear,7.6,1002.0,0.0,62,21,1.0,61.0,79.1,14,9,20,3
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-15 04:15:00,28.8,Partly cloudy,9.0,1003.0,0.0,78,30,1.0,84.2,98.1,15,9,4,4
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-16 04:15:00,28.6,Partly cloudy,16.9,1002.0,0.0,75,52,1.0,107.7,117.0,16,9,4,5
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-17 04:15:00,26.4,Partly cloudy,10.1,1002.0,0.0,85,29,1.0,19.9,21.1,17,9,4,6
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-18 04:15:00,25.6,Partly cloudy,13.3,1001.0,0.0,85,35,1.0,27.3,32.6,18,9,4,0
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-19 04:15:00,27.0,Partly cloudy,7.6,1004.0,0.0,77,32,1.0,43.8,55.9,19,9,4,1
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-20 04:15:00,29.1,Partly cloudy,4.7,1006.0,0.0,68,47,1.0,55.1,71.4,20,9,4,2
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-21 04:15:00,29.9,Clear,7.2,1004.0,0.0,67,21,1.0,59.1,74.0,21,9,4,3
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-22 04:15:00,27.2,Partly cloudy,4.0,1004.0,0.0,80,26,1.0,131.7,148.5,22,9,4,4
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-23 03:45:00,27.6,Clear,7.2,1005.0,0.0,76,21,1.0,85.2,99.8,23,9,3,5
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-24 04:00:00,27.3,Clear,8.3,1005.0,0.0,77,15,1.0,70.1,86.0,24,9,4,6
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-25 03:45:00,28.8,Clear,4.7,1004.0,0.0,66,18,1.0,75.9,86.3,25,9,3,0
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-26 03:45:00,27.6,Patchy rain possible,7.2,1005.0,0.07,74,77,1.0,132.0,153.1,26,9,3,1
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-27 03:45:00,28.7,Clear,8.6,1005.0,0.0,66,18,1.0,112.4,131.4,27,9,3,2
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-28 03:45:00,28.4,Clear,4.0,1005.0,0.0,55,4,1.0,288.0,362.9,28,9,3,3
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-29 04:15:00,26.3,Clear,4.7,1005.0,0.0,44,0,1.0,238.3,292.6,29,9,4,4
Agra,Uttar Pradesh,27.18,78.02,Asia/Kolkata,2023-09-30 03:15:00,26.6,Clear,5.0,1005.0,0.0,40,8,1.0,254.9,328.0,30,9,3,5
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-08-29 10:45:00,27.1,Sunny,15.1,1010.0,0.0,55,13,7.0,2.2,3.9,29,8,10,1
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-08-30 08:45:00,25.0,Patchy rain possible,9.0,1011.0,0.3,71,83,6.0,7.6,12.2,30,8,8,2
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-08-31 05:30:00,22.4,Patchy rain possible,11.5,1010.0,1.4,85,70,1.0,51.7,61.9,31,8,5,3
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-01 05:15:00,24.8,Patchy rain possible,11.2,1009.0,0.1,69,78,1.0,19.9,25.6,1,9,5,4
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-02 05:15:00,25.0,Clear,10.8,1009.0,0.0,63,12,1.0,10.6,15.5,2,9,5,5
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-03 05:15:00,24.5,Partly cloudy,9.0,1008.0,0.0,74,26,1.0,21.7,26.6,3,9,5,6
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-04 05:15:00,23.2,Light rain shower,13.0,1006.0,0.8,81,75,1.0,5.9,7.7,4,9,5,0
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-05 05:00:00,22.6,Patchy rain possible,10.4,1006.0,0.2,81,84,1.0,7.3,9.8,5,9,5,1
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-06 05:00:00,23.2,Patchy rain possible,10.4,1006.0,0.3,83,80,1.0,5.4,7.1,6,9,5,2
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-07 04:45:00,22.9,Cloudy,23.0,1005.0,0.0,82,76,1.0,18.0,20.6,7,9,4,3
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-08 04:30:00,21.6,Light rain,26.3,1004.0,2.1,95,100,1.0,17.9,19.5,8,9,4,4
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-09 04:30:00,22.0,Light rain shower,17.3,1005.0,0.2,93,100,1.0,7.8,8.3,9,9,4,5
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-10 04:30:00,22.0,Cloudy,20.9,1006.0,0.0,91,67,1.0,12.4,13.3,10,9,4,6
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-11 04:30:00,21.8,Partly cloudy,17.6,1006.0,0.0,90,50,1.0,3.6,4.3,11,9,4,0
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-12 04:30:00,21.7,Clear,15.5,1007.0,0.0,85,18,1.0,10.4,13.4,12,9,4,1
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-13 04:15:00,21.7,Partly cloudy,18.0,1007.0,0.0,86,31,1.0,7.3,10.5,13,9,4,2
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-14 20:00:00,24.7,Partly cloudy,23.4,1008.0,0.0,72,51,1.0,45.4,53.3,14,9,20,3
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-15 04:00:00,22.3,Partly cloudy,14.4,1006.0,0.0,82,36,1.0,20.8,26.6,15,9,4,4
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-16 04:15:00,22.8,Partly cloudy,25.6,1006.0,0.0,82,40,1.0,6.2,7.8,16,9,4,5
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-17 04:00:00,22.0,Cloudy,22.0,1006.0,0.0,87,69,1.0,4.0,5.0,17,9,4,6
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-18 04:15:00,21.3,Cloudy,18.7,1005.0,0.0,90,66,1.0,3.6,4.9,18,9,4,0
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-19 04:00:00,22.1,Partly cloudy,17.6,1007.0,0.0,84,31,1.0,5.4,7.1,19,9,4,1
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-20 04:00:00,22.1,Partly cloudy,16.9,1008.0,0.0,87,28,1.0,4.5,6.3,20,9,4,2
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-21 04:00:00,23.2,Clear,14.4,1008.0,0.0,85,19,1.0,1.5,3.2,21,9,4,3
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-22 04:00:00,22.7,Patchy light drizzle,5.8,1008.0,0.51,90,59,1.0,3.9,5.8,22,9,4,4
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-23 03:45:00,22.9,Partly cloudy,5.8,1007.0,0.0,87,55,1.0,9.8,11.3,23,9,3,5
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-24 04:00:00,21.7,Partly cloudy,7.6,1009.0,0.0,91,36,1.0,19.3,20.2,24,9,4,6
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-25 03:45:00,22.5,Light rain shower,5.8,1008.0,0.59,89,89,1.0,18.5,19.9,25,9,3,0
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-26 03:45:00,22.5,Patchy rain possible,7.2,1008.0,0.04,91,84,1.0,14.5,17.4,26,9,3,1
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-27 03:45:00,22.7,Patchy rain possible,11.2,1008.0,0.11,90,83,1.0,54.3,56.8,27,9,3,2
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-28 03:30:00,22.6,Light rain shower,7.9,1007.0,0.59,91,52,1.0,15.0,15.9,28,9,3,3
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-29 04:15:00,23.2,Clear,6.8,1006.0,0.0,86,24,1.0,18.4,22.2,29,9,4,4
Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,2023-09-30 03:15:00,23.3,Patchy rain possible,7.2,1006.0,0.09,86,86,1.0,43.4,48.8,30,9,3,5
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-08-29 10:45:00,28.3,Partly cloudy,4.3,1005.0,0.0,55,60,7.0,9.5,9.9,29,8,10,1
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-08-30 08:45:00,23.5,Partly cloudy,3.6,1007.0,0.0,82,28,6.0,13.2,15.0,30,8,8,2
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-08-31 05:15:00,21.0,Light rain shower,3.6,1007.0,0.7,98,74,5.0,8.8,9.3,31,8,5,3
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-01 05:15:00,20.4,Moderate or heavy rain shower,3.6,1008.0,3.5,100,100,5.0,5.7,6.1,1,9,5,4
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-02 05:15:00,22.0,Fog,3.6,1006.0,0.0,99,100,5.0,4.8,5.1,2,9,5,5
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-03 05:15:00,19.7,Moderate or heavy rain shower,3.6,1005.0,7.0,99,91,4.0,9.0,9.5,3,9,5,6
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-04 05:15:00,19.4,Light rain shower,3.6,1004.0,1.1,99,73,4.0,7.9,8.6,4,9,5,0
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-05 05:00:00,21.6,Moderate or heavy rain shower,3.6,1005.0,3.2,99,83,5.0,10.1,10.8,5,9,5,1
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-06 05:00:00,20.7,Moderate or heavy rain shower,3.6,1006.0,4.1,99,67,5.0,5.2,5.9,6,9,5,2
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-07 04:45:00,21.3,Light rain shower,3.6,1007.0,0.2,95,61,1.0,12.8,13.5,7,9,4,3
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-08 04:30:00,20.1,Light rain shower,3.6,1007.0,0.5,100,96,1.0,13.5,14.5,8,9,4,4
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-09 04:30:00,19.0,Fog,3.6,1008.0,0.0,99,100,1.0,2.6,3.2,9,9,4,5
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-10 04:30:00,20.0,Light rain shower,3.6,1006.0,0.6,99,92,1.0,2.3,2.8,10,9,4,6
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-11 04:30:00,20.1,Light rain shower,3.6,1004.0,0.3,100,100,1.0,3.2,3.7,11,9,4,0
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-12 04:30:00,20.4,Fog,3.6,1005.0,0.0,100,100,1.0,6.1,7.0,12,9,4,1
Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-09-13 04:15:00,20.7,Fog,3.6,1005.0,0.0,99,100,1.0,8.7,9.4,13,9,4,2
